,dialogue_id,speaker,frame,intent,utterance
79413,39_00022,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have a total of 4 empty slots. One being from 8 am to 10 am.
79414,39_00022,USER,0,USER_REQUEST_ALTS,Any other times?
79415,39_00022,SYSTEM,0,SYSTEM_OFFER,Yes from 11 am to 11:30 am.
79416,39_00022,USER,0,USER_SELECT|USER_GOODBYE,Thanks. I am all set.
79417,39_00022,SYSTEM,0,SYSTEM_GOODBYE,Have a nice day.
79418,39_00022,EOU,0,EOU,EOU EOU
79419,39_00023,USER,0,USER_INFORM|USER_INFORM_INTENT,I want to see events on my calendar later today.
79420,39_00023,SYSTEM,0,SYSTEM_OFFER,There is a Dentist appointment with Park Victoria Dental at 10 am.
79421,39_00023,USER,0,USER_INFORM_INTENT|USER_SELECT,Perfect. Let me know when I'm available.
79422,39_00023,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have 3 empty slots from 8 am to 10 am.
79423,39_00023,USER,0,USER_REQUEST_ALTS,Is there any other available time.
79424,39_00023,SYSTEM,0,SYSTEM_OFFER,There are empty slots from 11 am to 6 pm.
79425,39_00023,USER,0,USER_SELECT,Perfect.
79426,39_00023,SYSTEM,0,SYSTEM_REQ_MORE,Is there anything else you need?
79427,39_00023,USER,0,USER_NEGATE|USER_THANK_YOU,No. Thanks.
79428,39_00023,SYSTEM,0,SYSTEM_GOODBYE,Have a good one!
79429,39_00023,EOU,0,EOU,EOU EOU
79430,39_00024,USER,0,USER_INFORM_INTENT,"I would like to check any events on my calendar, please."
79431,39_00024,SYSTEM,0,SYSTEM_REQUEST,No problem. Which date would you like to know about?
79432,39_00024,USER,0,USER_INFORM,"I'd like to know what is on the 6th of this month, please."
79433,39_00024,SYSTEM,0,SYSTEM_OFFER,Sure. You have a dentist appointment that is scheduled for 3:30 pm.
79434,39_00024,USER,0,USER_INFORM_INTENT|USER_SELECT,"Ok, great. Can you tell me when I'm available?"
79435,39_00024,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You currently have 3 open spots on your calendar. One slot is available from 8 am to 2 pm.
79436,39_00024,USER,0,USER_SELECT|USER_GOODBYE,"Thank you, that sounds great. That is all I need to know."
79437,39_00024,SYSTEM,0,SYSTEM_GOODBYE,You are welcome. Have a great day!
79438,39_00024,EOU,0,EOU,EOU EOU
79439,39_00025,USER,0,USER_INFORM_INTENT,I'd like to check my calendar.
79440,39_00025,SYSTEM,0,SYSTEM_REQUEST,"Okay, what day?"
79441,39_00025,USER,0,USER_INFORM,Do I have anything on the 5th?
79442,39_00025,SYSTEM,0,SYSTEM_OFFER,You have a Dentist appointment at 10:30 am on the 5th.
79443,39_00025,USER,0,USER_INFORM|USER_REQUEST_ALTS,Got it. Do I have anything on the 14th of this month?
79444,39_00025,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,"Yes, you have 2 events on the 14th. The first is an Appointment with Dr. Julie M. Savant at 5 pm."
79445,39_00025,USER,0,USER_REQUEST_ALTS,"Okay, what else do I have?"
79446,39_00025,SYSTEM,0,SYSTEM_OFFER,You also have a Hairdresser appointment at 11 am.
79447,39_00025,USER,0,USER_SELECT,That sounds good.
79448,39_00025,SYSTEM,0,SYSTEM_REQ_MORE,Is there something else I can help you with?
79449,39_00025,USER,0,USER_INFORM_INTENT,When am I available on that day?
79450,39_00025,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,I found 3 empty slots on your calendar for the 14th. You don't have anything between 8 am and 11 am.
79451,39_00025,USER,0,USER_SELECT|USER_GOODBYE,"That works, thank you. I don't need anything else."
79452,39_00025,SYSTEM,0,SYSTEM_GOODBYE,"Sure thing, have a nice day!"
79453,39_00025,EOU,0,EOU,EOU EOU
79454,39_00026,USER,0,USER_INFORM|USER_INFORM_INTENT,I would like to check if I have any events on my calendar next Monday.
79455,39_00026,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,I was able to pull up 2 events you have going on. One of those events is an Apartment viewing at 3 pm.
79456,39_00026,USER,0,USER_INFORM|USER_REQUEST_ALTS,Alright. Is there anything I have going on next Tuesday?
79457,39_00026,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,Looks like you have 3 events going on that day. One of which is an Appointment at Fremont Barber Shop at 6:30 pm.
79458,39_00026,USER,0,USER_REQUEST_ALTS,Anything else going on?
79459,39_00026,SYSTEM,0,SYSTEM_OFFER,"Yes, there as an Appointment with Arts Of Dentistry at 1:30 pm."
79460,39_00026,USER,0,USER_INFORM_INTENT|USER_SELECT,"Okay, sounds like a plan. What time blocks do I have nothing going on?"
79461,39_00026,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,Looks like you've got 3 time slots open on the calendar. One of which is from 8 am to 1:30 pm.
79462,39_00026,USER,0,USER_SELECT|USER_GOODBYE,"Great, thank you. That should do it for now."
79463,39_00026,SYSTEM,0,SYSTEM_GOODBYE,Perfect. Take care.
79464,39_00026,EOU,0,EOU,EOU EOU
79465,39_00027,USER,0,USER_INFORM_INTENT,I want to see what events are on my calendar.
79466,39_00027,SYSTEM,0,SYSTEM_REQUEST,For which date?
79467,39_00027,USER,0,USER_INFORM,I want to see March 11th.
79468,39_00027,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,There are 3 events on that date. You have an Appointment with Marenda Ronald E at 11 am.
79469,39_00027,USER,0,USER_REQUEST_ALTS,Are there other events?
79470,39_00027,SYSTEM,0,SYSTEM_OFFER,There is also a Movie show at 10 pm.
79471,39_00027,USER,0,USER_INFORM|USER_REQUEST_ALTS,What are the other events for the 12th of March.
79472,39_00027,SYSTEM,0,SYSTEM_OFFER,There is a Reservation at McDonald's at 11:30 am.
79473,39_00027,USER,0,USER_INFORM_INTENT|USER_SELECT,Perfect. Tell me when I'm available.
79474,39_00027,SYSTEM,0,SYSTEM_OFFER|SYSTEM_INFORM_COUNT,You have 3 empty slots on your calendar from 8 am to 10 am.
79475,39_00027,USER,0,USER_SELECT|USER_GOODBYE,Thanks. That's all.
79476,39_00027,SYSTEM,0,SYSTEM_GOODBYE,Have a good one!
79477,39_00027,EOU,0,EOU,EOU EOU
79478,39_00028,USER,0,USER_INFORM|USER_INFORM_INTENT,"Hey, I'd like you to check my calendar. What am I doing on the 11th?"
79479,39_00028,SYSTEM,0,SYSTEM_OFFER,You're going to the Lyfe Jennings concert at 7 pm on the 11th.
79480,39_00028,USER,0,USER_INFORM|USER_REQUEST_ALTS,Thanks. Am I doing anything on March 4th?
79481,39_00028,SYSTEM,0,SYSTEM_OFFER,You're going to an apartment viewing at Hopper Lane Apartments at 10 am.
79482,39_00028,USER,0,USER_INFORM_INTENT|USER_SELECT,Okay thanks. When am I available on the 4th?
79483,39_00028,SYSTEM,0,SYSTEM_OFFER,You'll be free from 8 am to 10 am.
79484,39_00028,USER,0,USER_REQUEST_ALTS,Any other available times?
79485,39_00028,SYSTEM,0,SYSTEM_OFFER,You're also available from 10:30 am to 5 pm.
79486,39_00028,USER,0,USER_REQUEST_ALTS,Is there anything else?
79487,39_00028,SYSTEM,0,SYSTEM_OFFER,"Yes, you're free from 7 pm to 9:30 pm."
79488,39_00028,USER,0,USER_SELECT,Sounds great.
